question_id,difficulty,db_id,gpt-4o-mini,gemini-2.5-flash,deepseek-v3.2,n_correct,correct_models,chosen_model,ensemble_ex
1346,simple,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1350,moderate,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1351,simple,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1352,moderate,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1356,simple,student_club,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
1357,simple,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1359,challenging,student_club,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
1361,simple,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1362,simple,student_club,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1368,simple,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1371,simple,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1375,moderate,student_club,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
1376,moderate,student_club,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1378,simple,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1380,simple,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1381,moderate,student_club,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1387,moderate,student_club,0,0,0,0,"",gemini-2.5-flash,0
1389,simple,student_club,0,0,0,0,"",gemini-2.5-flash,0
1390,moderate,student_club,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
1392,simple,student_club,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1394,simple,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1398,moderate,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1399,moderate,student_club,0,0,0,0,"",deepseek-v3.2,0
1401,moderate,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1403,moderate,student_club,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1404,moderate,student_club,0,0,0,0,"",gemini-2.5-flash,0
1405,moderate,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1409,simple,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1410,simple,student_club,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1411,simple,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1422,simple,student_club,0,0,0,0,"",gemini-2.5-flash,0
1426,moderate,student_club,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1427,moderate,student_club,0,0,0,0,"",gpt-4o-mini,0
1432,moderate,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1435,moderate,student_club,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1457,challenging,student_club,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1460,challenging,student_club,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1464,challenging,student_club,0,0,1,1,"deepseek-v3.2",deepseek-v3.2,1
1149,moderate,thrombosis_prediction,0,0,0,0,"",gpt-4o-mini,0
1150,moderate,thrombosis_prediction,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1152,moderate,thrombosis_prediction,1,0,0,1,"gpt-4o-mini",gpt-4o-mini,1
1153,simple,thrombosis_prediction,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1155,simple,thrombosis_prediction,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1156,moderate,thrombosis_prediction,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1157,simple,thrombosis_prediction,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
1162,moderate,thrombosis_prediction,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1164,moderate,thrombosis_prediction,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1166,simple,thrombosis_prediction,0,0,0,0,"",gemini-2.5-flash,0
1168,challenging,thrombosis_prediction,0,0,0,0,"",gemini-2.5-flash,0
1169,challenging,thrombosis_prediction,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
1171,challenging,thrombosis_prediction,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1175,moderate,thrombosis_prediction,0,0,0,0,"",gemini-2.5-flash,0
1179,moderate,thrombosis_prediction,0,0,0,0,"",gemini-2.5-flash,0
1185,challenging,thrombosis_prediction,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1187,moderate,thrombosis_prediction,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1189,challenging,thrombosis_prediction,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1192,challenging,thrombosis_prediction,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1195,moderate,thrombosis_prediction,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
1198,simple,thrombosis_prediction,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1201,moderate,thrombosis_prediction,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1205,moderate,thrombosis_prediction,0,0,0,0,"",gpt-4o-mini,0
1208,moderate,thrombosis_prediction,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1209,moderate,thrombosis_prediction,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1220,simple,thrombosis_prediction,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
1225,moderate,thrombosis_prediction,0,0,0,0,"",gemini-2.5-flash,0
1227,moderate,thrombosis_prediction,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1229,moderate,thrombosis_prediction,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1231,challenging,thrombosis_prediction,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1232,challenging,thrombosis_prediction,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1235,moderate,thrombosis_prediction,0,0,0,0,"",gemini-2.5-flash,0
1238,moderate,thrombosis_prediction,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1239,challenging,thrombosis_prediction,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1241,challenging,thrombosis_prediction,0,0,0,0,"",gpt-4o-mini,0
1242,challenging,thrombosis_prediction,0,0,0,0,"",gpt-4o-mini,0
1243,challenging,thrombosis_prediction,0,0,0,0,"",gpt-4o-mini,0
1247,challenging,thrombosis_prediction,0,0,0,0,"",gemini-2.5-flash,0
1251,simple,thrombosis_prediction,0,0,0,0,"",gemini-2.5-flash,0
1252,moderate,thrombosis_prediction,0,0,0,0,"",gemini-2.5-flash,0
1254,moderate,thrombosis_prediction,0,0,0,0,"",gpt-4o-mini,0
1255,moderate,thrombosis_prediction,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1256,moderate,thrombosis_prediction,0,0,0,0,"",gemini-2.5-flash,0
1257,challenging,thrombosis_prediction,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1265,moderate,thrombosis_prediction,0,0,0,0,"",gemini-2.5-flash,0
1267,moderate,thrombosis_prediction,0,0,0,0,"",gemini-2.5-flash,0
1270,challenging,thrombosis_prediction,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1275,moderate,thrombosis_prediction,0,0,0,0,"",gemini-2.5-flash,0
1281,moderate,thrombosis_prediction,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1302,challenging,thrombosis_prediction,0,0,0,0,"",gpt-4o-mini,0
1025,moderate,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1028,challenging,european_football_2,1,0,0,1,"gpt-4o-mini",gpt-4o-mini,1
1029,moderate,european_football_2,0,0,0,0,"",gemini-2.5-flash,0
1030,moderate,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1031,challenging,european_football_2,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1032,moderate,european_football_2,0,0,0,0,"",gemini-2.5-flash,0
1035,simple,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1036,challenging,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1037,challenging,european_football_2,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1039,simple,european_football_2,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
1040,moderate,european_football_2,0,0,0,0,"",gpt-4o-mini,0
1042,challenging,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1044,simple,european_football_2,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1048,simple,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1057,moderate,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1058,challenging,european_football_2,0,0,0,0,"",deepseek-v3.2,0
1068,moderate,european_football_2,0,0,0,0,"",gemini-2.5-flash,0
1076,challenging,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1078,simple,european_football_2,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1079,simple,european_football_2,0,0,0,0,"",gemini-2.5-flash,0
1080,moderate,european_football_2,1,0,0,1,"gpt-4o-mini",gpt-4o-mini,1
1084,challenging,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1088,moderate,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1091,moderate,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1092,simple,european_football_2,0,0,1,1,"deepseek-v3.2",deepseek-v3.2,1
1094,challenging,european_football_2,0,0,0,0,"",gpt-4o-mini,0
1096,moderate,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1098,moderate,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1102,moderate,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1103,moderate,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1105,moderate,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1107,moderate,european_football_2,0,0,0,0,"",gemini-2.5-flash,0
1110,moderate,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1113,moderate,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
1114,challenging,european_football_2,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1115,challenging,european_football_2,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
1116,simple,european_football_2,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
1122,simple,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1124,moderate,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1130,moderate,european_football_2,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1133,simple,european_football_2,1,0,1,2,"gpt-4o-mini|deepseek-v3.2",gpt-4o-mini,1
1134,simple,european_football_2,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1135,moderate,european_football_2,0,0,0,0,"",gemini-2.5-flash,0
1136,moderate,european_football_2,1,0,0,1,"gpt-4o-mini",gpt-4o-mini,1
1139,challenging,european_football_2,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
1141,moderate,european_football_2,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
1144,simple,european_football_2,0,0,0,0,"",gemini-2.5-flash,0
1145,simple,european_football_2,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1146,moderate,european_football_2,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1147,simple,european_football_2,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1148,moderate,european_football_2,0,0,0,0,"",gpt-4o-mini,0
846,moderate,formula_1,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
847,simple,formula_1,0,0,0,0,"",gpt-4o-mini,0
850,simple,formula_1,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
854,simple,formula_1,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
857,simple,formula_1,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
859,simple,formula_1,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
861,simple,formula_1,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
862,simple,formula_1,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
865,moderate,formula_1,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
866,moderate,formula_1,0,0,0,0,"",gemini-2.5-flash,0
868,simple,formula_1,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
869,moderate,formula_1,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
872,simple,formula_1,1,0,1,2,"gpt-4o-mini|deepseek-v3.2",deepseek-v3.2,1
875,simple,formula_1,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
877,moderate,formula_1,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
879,moderate,formula_1,1,0,0,1,"gpt-4o-mini",gpt-4o-mini,1
880,challenging,formula_1,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
881,moderate,formula_1,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
884,moderate,formula_1,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
892,moderate,formula_1,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
894,moderate,formula_1,0,0,0,0,"",gemini-2.5-flash,0
895,moderate,formula_1,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
896,challenging,formula_1,0,0,0,0,"",gpt-4o-mini,0
897,moderate,formula_1,1,0,0,1,"gpt-4o-mini",gpt-4o-mini,1
898,simple,formula_1,0,0,0,0,"",gpt-4o-mini,0
901,simple,formula_1,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
902,simple,formula_1,0,0,0,0,"",gemini-2.5-flash,0
904,moderate,formula_1,0,0,0,0,"",gpt-4o-mini,0
906,moderate,formula_1,0,0,0,0,"",gemini-2.5-flash,0
909,moderate,formula_1,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gemini-2.5-flash,1
910,simple,formula_1,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
912,simple,formula_1,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
915,simple,formula_1,0,0,1,1,"deepseek-v3.2",deepseek-v3.2,1
928,moderate,formula_1,0,0,0,0,"",gemini-2.5-flash,0
930,simple,formula_1,0,0,0,0,"",gemini-2.5-flash,0
931,moderate,formula_1,1,0,0,1,"gpt-4o-mini",gpt-4o-mini,1
933,moderate,formula_1,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
937,simple,formula_1,0,0,0,0,"",gemini-2.5-flash,0
940,moderate,formula_1,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
944,challenging,formula_1,0,0,0,0,"",gpt-4o-mini,0
945,simple,formula_1,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
948,simple,formula_1,0,0,1,1,"deepseek-v3.2",deepseek-v3.2,1
950,simple,formula_1,0,0,0,0,"",gemini-2.5-flash,0
951,simple,formula_1,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
954,challenging,formula_1,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
955,challenging,formula_1,0,0,0,0,"",gemini-2.5-flash,0
959,simple,formula_1,0,0,0,0,"",gemini-2.5-flash,0
960,moderate,formula_1,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
962,challenging,formula_1,0,0,0,0,"",gpt-4o-mini,0
963,moderate,formula_1,0,0,0,0,"",gpt-4o-mini,0
964,simple,formula_1,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
967,simple,formula_1,1,0,0,1,"gpt-4o-mini",gpt-4o-mini,1
971,simple,formula_1,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
972,moderate,formula_1,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
977,simple,formula_1,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
978,simple,formula_1,0,0,0,0,"",gpt-4o-mini,0
981,moderate,formula_1,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
988,challenging,formula_1,0,0,0,0,"",gemini-2.5-flash,0
989,moderate,formula_1,0,0,0,0,"",gpt-4o-mini,0
990,challenging,formula_1,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
717,simple,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
994,challenging,formula_1,1,0,0,1,"gpt-4o-mini",gpt-4o-mini,1
1001,challenging,formula_1,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
1002,moderate,formula_1,0,0,0,0,"",gpt-4o-mini,0
1003,moderate,formula_1,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
1011,challenging,formula_1,0,0,0,0,"",gpt-4o-mini,0
1014,challenging,formula_1,0,0,0,0,"",gpt-4o-mini,0
719,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
723,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
724,challenging,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
726,moderate,superhero,0,0,0,0,"",gemini-2.5-flash,0
728,moderate,superhero,0,0,0,0,"",gpt-4o-mini,0
730,challenging,superhero,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
732,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
733,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
736,moderate,superhero,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
737,simple,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
738,simple,superhero,0,1,1,2,"gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
739,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
740,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
743,challenging,superhero,0,0,0,0,"",gpt-4o-mini,0
744,challenging,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
745,simple,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
747,simple,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
750,simple,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
751,moderate,superhero,1,1,0,2,"gpt-4o-mini|gemini-2.5-flash",gpt-4o-mini,1
753,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
758,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gemini-2.5-flash,1
760,challenging,superhero,0,1,0,1,"gemini-2.5-flash",gemini-2.5-flash,1
761,moderate,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
764,simple,superhero,1,1,1,3,"gpt-4o-mini|gemini-2.5-flash|deepseek-v3.2",gpt-4o-mini,1
